,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
128544,Ib800wLfNe0SKS9vVtMSaA,The Bando,3050 Martin Luther King JR Dr,Atlanta,GA,30311,33.7510599,-84.4861628,4,5,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Hot Dogs, Restaurants, Barbeque, Chicken Wings, American (New)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
128571,xbXIOpoddfVfkMusuWXkkA,Chi'Lantro BBQ,"1201 Barbara Jordan Blvd, Ste 1460",Austin,TX,78723,30.30535859,-97.70825859,4,38,1,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Asian Fusion, Food, Barbeque, Restaurants, Korean","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
128731,YCYYKgwz0TSlIe1c5JJV_g,Fairfax Fare,351 S Studio Dr.,Orlando,FL,32836,28.35943975,-81.56009674,3,61,1,"{'WiFi': ""'free'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': None}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","American (New), American (Traditional), Restaurants, Barbeque","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '9:0-21:0'}"
129010,isgNmzUo31eu2OR7qmjfaQ,SMASH,1201 Broadway,Saugus,MA,1906,42.460619,-71.027118,4.5,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'""}","Barbeque, Soul Food, Restaurants, Southern","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}"
129096,I6_8zMabD26wKVEwpcFFUA,Route 62 Barbeque,580 W Coshocton St,Johnstown,OH,43031,40.1482691,-82.7000402,3.5,141,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True'}","Restaurants, Barbeque","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-19:0'}"
129118,G1RF4RRms_UV5slPQhRRkw,Hacienda Arandinas,9001 Brodie Ln,Austin,TX,78748,30.1934616,-97.8429025,3,16,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True'}","Barbeque, Tex-Mex, Bars, Seafood, Restaurants, Nightlife, Mexican, Sports Bars","{'Monday': '7:0-21:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}"
129195,e5zEpK-O_2Bfz0lY1t4Fzg,Highlight by Re-Up BBQ,538 6th Street,New Westminster,BC,V3L 3B5,49.2126712,-122.920086,4,34,1,"{'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True'}","Breakfast & Brunch, Sandwiches, Cafes, Restaurants, Barbeque","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
129249,4Z5BE-Z79Om6EcAT_TfWKw,Belicoso Cigars and Cafe,1618 N Mills Ave,Orlando,FL,32803,28.5658178,-81.36489484,4.5,29,0,"{'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'Corkage': 'True', 'NoiseLevel': ""u'quiet'"", 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'WheelchairAccessible': 'True'}","Local Flavor, Cuban, Beer, Wine & Spirits, Cocktail Bars, Bars, Food, Coffee & Tea, Tobacco Shops, Shopping, Restaurants, Barbeque, Cigar Bars, Nightlife, Cafes","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-20:0'}"
129252,gmVOI5pT9bieGqyLkpzSKQ,Marianas Food Cart,4250 SW Rose Biggi Ave,Beaverton,OR,97005,45.4894215,-122.8080933,4.5,42,0,"{'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'None', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True'}","Food, Hawaiian, Restaurants, Barbeque, Food Trucks, Guamanian","{'Monday': '0:0-0:0', 'Saturday': '16:0-20:0'}"
129310,0wu_75_1HQtIog3p2Qz_pQ,Scotty's BBQ,2730 E Ceasar Chavez,Austin,TX,78702,30.253308,-97.712918,4.5,233,1,"{'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'HappyHour': 'False', 'DogsAllowed': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False'}","Barbeque, Food, Food Trucks, Food Delivery Services, Restaurants","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
129345,XYuYMqRNNR7bbXpLOwiemw,The Pig & The Pearl,"1380 Atlantic Ave NW, Ste 14180",Atlanta,GA,30363,33.79336579,-84.39770628,3.5,580,1,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Armenian, Restaurants, Seafood, American (New), Comfort Food, Barbeque, Live/Raw Food","{'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:0'}"
129375,n78f3lS_5OeEaoRHvO3TNA,Vesta Grill,"3025 Anson Avenue, Unit 104",Coquitlam,BC,V3B 4S4,49.2774881,-122.7930624,4,16,1,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'HasTV': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'very_loud'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': 'None'}","Asian Fusion, Restaurants, Barbeque","{'Monday': '15:0-23:30', 'Wednesday': '15:0-23:30', 'Thursday': '15:0-23:30', 'Friday': '15:0-23:30', 'Saturday': '15:0-23:30', 'Sunday': '15:0-23:30'}"
129453,2nF94qyaJl2PqaZWJF8bUA,Wayne's Smoke Shack,406 Center Dr,Superior,CO,80027,39.95736859,-105.1712957,4.5,287,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'no'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None'}","Restaurants, Barbeque","{'Thursday': '11:0-14:0', 'Friday': '11:0-14:30', 'Saturday': '11:0-15:0'}"
129590,hNk22RESu3fKP4uLxRVpxA,Reo's Ribs Restaurant and Catering,17421 SE McLoughlin Blvd,Milwaukie,OR,97267,45.39638762,-122.617317,2.5,98,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'""}","Restaurants, Barbeque",
129714,K-TMzK7eKQT4cAUoy_IlSw,Smokey Bones Bar & Fire Grill,301 Technology Center Dr,Stoughton,MA,2072,42.15566521,-71.06587028,2.5,235,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Barbeque, Burgers, Restaurants, American (Traditional), Chicken Wings","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}"
129962,kTG6oo_x75Q63qy5gJQCvQ,Willie's Bar-B-Que,4505 E Martin Luther King Jr Blvd,Austin,TX,78721,30.2852244,-97.6841267,4,44,1,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Barbeque","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-17:0'}"
130184,#NAME?,Hanugin Mongolian BBQ,1604B Lonsdale Avenue,North Vancouver,BC,V7M 2J3,49.3232676,-123.072107,3,13,0,"{'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'""}","Mongolian, Vegetarian, Barbeque, Buffets, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:30-21:0'}"
130389,CrJSlhxhgpGjO8HYFLFQwQ,Bulgogi House,705 W Colonial Dr,Orlando,FL,32804,28.553178,-81.3891506,4,169,1,"{'Alcohol': ""'beer_and_wine'"", 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True'}","Barbeque, Korean, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '16:0-22:0'}"
130421,763GpzML4XLaK358zkuKXg,Koi Fusion,9585 SW Washington Square Rd,Portland,OR,97223,45.450258,-122.781309,3,43,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Asian Fusion, Restaurants, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
